ID;Host ID;Host Response Rate;Host Listings Count;Host Total Listings Count;Neighbourhood Cleansed;Neighbourhood Group Cleansed;Zipcode;Latitude;Longitude;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Price;Weekly Price;Monthly Price;Guests Included;Extra People;Minimum Nights;Maximum Nights;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Reviews per Month;Geolocation;Features
15141125;96019257;100;2;2;embajadores;centro;28005;40.40745268477803;-3.707995475443264;loft;entire home/apt;2;1;0;1;50;350;1500;2;15;2;1125;30;96;10;10;10;10;10;10;moderate;5.11;40.40745268477803, -3.7079954754432634;1
9470166;9885245;100;13;13;embajadores;centro;28005;40.40831556101927;-3.705006385704201;apartment;entire home/apt;4;1;1;2;50;350;1500;2;25;1;1125;97;81;8;8;9;9;9;8;strict;5.88;40.40831556101927, -3.705006385704201;0
17444981;118059488;100;1;1;embajadores;centro;28005;40.413722014584295;-3.706823118653672;apartment;entire home/apt;4;1;1;2;77;539;2310;1;0;1;1125;7;89;9;10;9;10;10;10;moderate;6.18;40.413722014584295, -3.7068231186536718;0
3284565;1892467;100;3;3;embajadores;centro;28005;40.41126337271805;-3.6973054373712886;apartment;entire home/apt;2;1;1;2;50;350;1500;1;20;7;1125;6;93;9;9;10;10;9;9;strict;0.19;40.411263372718054, -3.6973054373712886;0
499911;2467212;100;1;1;embajadores;centro;28005;40.41255625665078;-3.701155364799422;apartment;entire home/apt;5;1;2;4;95;665;2850;4;0;4;1125;72;97;10;10;10;10;10;10;strict;1.39;40.41255625665078, -3.701155364799422;1
1346747;7306349;100;2;2;embajadores;centro;28005;40.40790775263045;-3.705095395441632;apartment;entire home/apt;4;1;1;2;69;483;2070;2;18;2;1125;27;91;10;10;9;9;9;9;moderate;0.62;40.40790775263045, -3.7050953954416324;0
3097553;15327748;50;1;1;embajadores;centro;28005;40.408983157395134;-3.698251543680056;apartment;entire home/apt;2;1;1;1;70;490;2100;1;0;1;1125;11;100;9;10;10;10;10;10;moderate;0.33;40.408983157395134, -3.698251543680056;0
13440784;76707968;100;2;2;embajadores;centro;28005;40.40835752461163;-3.704043265135827;apartment;private room;2;1;1;1;30;210;900;1;0;1;1125;2;80;9;8;8;9;7;9;moderate;0.22;40.40835752461163, -3.704043265135827;0
7818234;5239042;100;20;20;embajadores;centro;28005;40.411622134427205;-3.703281054404274;apartment;entire home/apt;4;1;1;2;57;399;1710;2;8;3;1125;9;98;9;10;10;9;9;9;moderate;0.49;40.411622134427205, -3.703281054404274;0
1386096;6643556;100;1;1;embajadores;centro;28005;40.407338871766925;-3.7070192202047374;apartment;entire home/apt;2;1;1;1;59;413;1770;1;0;5;1125;5;95;10;10;10;10;10;10;moderate;0.12;40.407338871766925, -3.7070192202047383;0
7907083;23849920;100;5;5;embajadores;centro;28005;40.41055884554781;-3.706428605664073;apartment;entire home/apt;8;1;4;5;160;1120;4800;4;15;3;1125;25;98;9;10;10;10;10;9;strict;1.31;40.41055884554781, -3.706428605664073;0
14180827;18942409;100;1;1;embajadores;centro;28005;40.41216293682516;-3.701828068888151;apartment;private room;2;1;1;1;25;175;750;1;0;1;1125;0;94;10;10;10;10;10;9;flexible;1.0;40.41216293682516, -3.7018280688881506;0
8011473;8831188;100;3;3;embajadores;centro;28005;40.41285947039403;-3.703050484421648;apartment;entire home/apt;2;1;1;2;70;490;2100;1;0;30;1125;0;94;10;10;10;10;10;9;flexible;1.0;40.41285947039403, -3.703050484421648;0
13221821;74180884;100;1;1;embajadores;centro;28005;40.413592127827165;-3.703169512570856;apartment;entire home/apt;7;2;3;5;150;1050;4500;4;25;2;5000;44;97;10;10;10;10;10;10;moderate;4.44;40.413592127827165, -3.703169512570856;0
1942585;1528801;100;9;9;embajadores;centro;28005;40.4090849589356;-3.7047444736040687;apartment;entire home/apt;14;2;3;14;120;840;3600;2;18;3;1125;13;92;10;9;10;10;9;10;moderate;0.39;40.4090849589356, -3.7047444736040687;0
9460773;15208964;100;9;9;embajadores;centro;28005;40.405529543852246;-3.7023777824721167;condominium;entire home/apt;2;1;1;2;45;315;1350;1;8;2;1125;68;95;10;10;10;10;10;9;strict;4.07;40.405529543852246, -3.7023777824721167;0
16311700;19725037;100;1;1;embajadores;centro;28005;40.41196098544589;-3.706947682659962;apartment;private room;2;1;1;1;37;259;1110;1;0;3;15;14;96;10;9;10;10;10;9;strict;3.78;40.411960985445894, -3.706947682659962;0
5399733;3272228;100;3;3;palacio;centro;28005;40.410074240590106;-3.7106236892189832;apartment;entire home/apt;2;1;1;1;89;623;2670;1;10;4;1125;33;98;10;10;10;10;10;10;strict;1.33;40.410074240590106, -3.7106236892189832;1
10218330;15819228;100;27;27;palacio;centro;28005;40.42017438596894;-3.712628745100702;condominium;entire home/apt;5;3;3;3;192;1344;5760;2;12;3;1125;2;80;9;9;9;10;10;7;strict;0.33;40.42017438596894, -3.712628745100702;0
14773153;36963267;100;20;20;palacio;centro;28005;40.40989805431663;-3.710947970973952;loft;entire home/apt;4;1;1;1;100;700;3000;2;12;1;1125;0;94;10;10;10;10;10;9;strict;1.0;40.40989805431663, -3.7109479709739523;0
1666184;8824421;100;2;2;palacio;centro;28005;40.41179162145978;-3.709707931327856;apartment;entire home/apt;4;1;2;3;70;490;2100;2;15;3;365;24;88;9;9;10;9;10;9;flexible;0.66;40.41179162145978, -3.709707931327856;0
17986327;15258781;100;114;114;palacio;centro;28005;40.41215429347274;-3.708006181023032;apartment;private room;1;2;1;1;15;105;450;1;0;10;1125;0;94;10;10;10;10;10;9;strict;1.0;40.41215429347274, -3.708006181023032;0
7796518;39840488;100;3;3;palacio;centro;28005;40.4215557414176;-3.709847980154691;apartment;entire home/apt;5;2;2;2;100;700;3000;2;15;2;1125;4;95;10;10;10;10;9;9;strict;0.22;40.4215557414176, -3.709847980154691;0
12809312;2009482;100;2;2;palacio;centro;28005;40.41276583905967;-3.7075909638953415;apartment;private room;2;1;1;1;52;364;1560;1;0;2;1125;4;90;10;10;10;10;10;9;flexible;0.36;40.41276583905967, -3.7075909638953415;0
9914784;4795421;100;5;5;palacio;centro;28005;40.41172628295956;-3.7126621848665033;loft;entire home/apt;4;2;2;3;160;1120;4800;1;0;2;1125;40;93;9;10;9;9;10;9;strict;2.57;40.411726282959556, -3.7126621848665025;0
4196358;11488818;100;1;1;palacio;centro;28005;40.42099216161933;-3.710401967861499;apartment;entire home/apt;4;1;1;2;80;560;2400;2;0;20;1125;46;88;9;8;10;10;10;9;strict;1.5;40.420992161619324, -3.710401967861499;0
13183219;73741764;100;2;2;palacio;centro;28005;40.412028475410665;-3.715778795417614;apartment;entire home/apt;3;1;1;1;68;476;2040;2;5;2;1125;20;83;9;9;9;10;9;8;flexible;2.12;40.412028475410665, -3.715778795417614;0
15508358;99632258;100;2;2;palacio;centro;28005;40.41512467560732;-3.7102938005955113;apartment;entire home/apt;6;1;2;2;80;560;2400;4;25;2;1125;23;95;10;10;10;10;10;10;strict;4.34;40.415124675607316, -3.7102938005955113;0
11050879;57354901;100;1;1;palacio;centro;28005;40.411268401960974;-3.711598282910733;apartment;entire home/apt;2;1;1;1;60;420;1800;1;0;2;1125;0;94;10;10;10;10;10;9;strict;1.0;40.411268401960974, -3.711598282910733;0
5547854;9193333;100;8;8;embajadores;centro;28005;40.40645117724535;-3.699536858845091;apartment;private room;2;1;1;1;28;196;840;1;0;2;1125;87;88;9;9;9;9;9;9;moderate;3.47;40.40645117724535, -3.699536858845091;0
843700;4211443;100;3;3;embajadores;centro;28005;40.4133780215198;-3.706167781380057;bed & breakfast;private room;2;1;1;1;50;350;1500;1;0;2;180;11;100;10;10;10;10;10;10;moderate;0.21;40.4133780215198, -3.706167781380057;0
2966350;824421;100;2;2;embajadores;centro;28005;40.41204778900974;-3.701021523297488;apartment;entire home/apt;3;1;1;1;50;350;1500;2;20;2;1125;134;89;9;9;9;10;9;9;strict;3.77;40.41204778900974, -3.7010215232974875;0
4319780;18921080;100;1;1;embajadores;centro;28005;40.410469609965816;-3.701457309971553;apartment;private room;2;1;1;1;40;280;1200;1;0;3;7;60;91;9;10;10;10;9;9;flexible;2.02;40.410469609965816, -3.701457309971553;0
17731717;27997968;100;3;3;embajadores;centro;28005;40.40960280780846;-3.69501806290754;apartment;entire home/apt;2;1;1;1;62;434;1860;1;0;2;1125;0;94;10;10;10;10;10;9;strict;1.0;40.40960280780846, -3.6950180629075398;0
12807973;66155115;100;5;5;embajadores;centro;28005;40.40581437264116;-3.700251544601717;apartment;entire home/apt;3;1;2;2;50;350;1500;1;10;1;1125;58;93;10;10;10;10;9;9;moderate;5.23;40.40581437264116, -3.7002515446017172;0
12705598;44205379;100;7;7;embajadores;centro;28005;40.41098688796061;-3.7050591885379167;apartment;private room;2;1;1;1;25;175;750;1;0;2;1125;39;89;9;9;10;9;9;9;strict;4.01;40.410986887960604, -3.7050591885379167;0
14894437;59170299;100;2;2;embajadores;centro;28005;40.40765373401717;-3.699040885353488;condominium;entire home/apt;4;1;1;2;47;329;1410;2;10;2;1125;28;95;10;10;10;10;10;10;strict;4.4;40.407653734017174, -3.699040885353488;0
11690240;10542677;100;2;2;embajadores;centro;28005;40.40732471847044;-3.7006600238093688;house;private room;2;1;1;1;38;266;1140;1;0;1;1125;5;80;8;10;10;10;10;9;strict;0.42;40.40732471847044, -3.7006600238093688;0
16959438;15192229;100;7;7;embajadores;centro;28005;40.41086697749362;-3.706966665173075;apartment;entire home/apt;3;1;1;2;75;525;2250;2;12;2;1125;3;100;10;10;10;10;10;9;strict;1.43;40.41086697749362, -3.706966665173075;0
6936094;15313759;100;3;3;embajadores;centro;28005;40.41167401317618;-3.700290627988733;bed & breakfast;private room;2;2;1;1;38;266;1140;1;12;2;1125;1;100;8;8;10;10;10;8;flexible;0.05;40.41167401317618, -3.7002906279887333;0
9535469;584351;100;11;11;embajadores;centro;28005;40.41179965542782;-3.7039433023426462;apartment;entire home/apt;5;1;1;3;75;525;2250;2;15;3;1125;34;95;10;9;10;9;9;9;strict;2.09;40.41179965542782, -3.7039433023426462;0
16721056;7395294;100;2;2;embajadores;centro;28005;40.40893406007319;-3.7049793312797177;apartment;entire home/apt;3;1;1;2;55;385;1650;2;8;1;1125;0;94;10;10;10;10;10;9;strict;1.0;40.408934060073186, -3.7049793312797177;1
429604;2106353;100;2;2;embajadores;centro;28005;40.41268109204176;-3.701247361306439;apartment;entire home/apt;3;1;0;2;65;455;1950;2;15;5;1125;2;100;10;10;10;10;10;9;flexible;0.04;40.41268109204176, -3.701247361306439;0
5446082;11158986;100;8;8;embajadores;centro;28005;40.41250621572405;-3.703883357747495;apartment;private room;2;1;1;1;39;273;1170;1;6;3;1125;15;89;9;8;9;9;9;9;moderate;0.67;40.41250621572405, -3.703883357747495;0
17049729;114454030;100;2;2;palacio;centro;28005;40.421408098599485;-3.707649938101373;apartment;entire home/apt;4;1;1;3;60;420;1800;2;15;1;1125;4;75;9;7;9;10;10;7;strict;2.14;40.421408098599485, -3.7076499381013726;0
16818439;68512996;80;1;1;palacio;centro;28005;40.417820222494925;-3.719798229662536;apartment;entire home/apt;3;1;1;2;80;560;2400;1;0;1;1125;1;94;10;10;10;10;10;9;strict;0.56;40.417820222494925, -3.7197982296625356;0
13940202;54619248;90;3;3;palacio;centro;28005;40.41068105552736;-3.713488482306337;apartment;entire home/apt;4;1;2;2;65;455;1950;3;10;2;1125;6;77;8;8;10;10;10;8;moderate;0.73;40.41068105552736, -3.7134884823063365;0
1717189;4083688;94;12;12;palacio;centro;28005;40.41205745086388;-3.709148993063115;apartment;entire home/apt;6;2;2;2;72;504;2160;2;20;2;1125;119;90;9;10;9;9;10;9;moderate;2.79;40.41205745086388, -3.709148993063115;0
16183177;2825772;100;7;7;palacio;centro;28005;40.41627556008448;-3.710189188358307;other;entire home/apt;2;1;0;1;60;420;1800;1;0;2;30;10;82;9;10;10;10;10;9;strict;2.4;40.41627556008448, -3.710189188358307;0
16669645;97914995;100;6;6;palacio;centro;28005;40.41685037839381;-3.7116059823914576;hostel;private room;2;1;1;1;60;420;1800;1;0;1;1125;0;94;10;10;10;10;10;9;flexible;1.0;40.416850378393804, -3.7116059823914576;0
16216763;30557404;100;1;1;palacio;centro;28005;40.409771307715104;-3.717248479475317;apartment;entire home/apt;4;1;1;1;56;392;1680;2;15;1;1125;20;95;10;10;10;10;9;9;strict;5.04;40.409771307715104, -3.717248479475317;1
9151112;1650712;100;40;40;palacio;centro;28005;40.41968006281567;-3.7107451758163816;apartment;entire home/apt;4;1;1;2;98;686;2940;2;20;2;1125;5;88;10;10;10;9;10;10;strict;0.29;40.41968006281567, -3.7107451758163816;0
17620099;119791928;100;8;8;palacio;centro;28005;40.42174883108167;-3.71110520281181;apartment;entire home/apt;6;2;2;3;120;840;3600;2;25;2;1125;0;94;10;10;10;10;10;9;moderate;1.0;40.42174883108167, -3.71110520281181;0
12375305;54594453;100;1;1;palacio;centro;28005;40.41076008172247;-3.711932782585155;condominium;entire home/apt;2;1;1;1;51;357;1530;2;20;2;20;14;90;10;8;10;10;10;8;strict;2.32;40.410760081722465, -3.711932782585155;0
13197379;38221650;100;2;2;palacio;centro;28005;40.40911329232872;-3.7116742868563577;apartment;entire home/apt;3;1;1;2;50;350;1500;2;15;2;1125;2;100;10;10;10;10;10;10;moderate;0.21;40.40911329232872, -3.7116742868563577;1
13226641;45543320;100;11;11;palacio;centro;28005;40.40901134000833;-3.7112225444414144;apartment;entire home/apt;6;1;2;3;79;553;2370;2;10;1;1125;67;91;9;10;10;10;10;9;strict;7.2;40.40901134000833, -3.7112225444414144;0
11633315;61647308;100;1;1;palacio;centro;28005;40.42247796997057;-3.7101564044628295;apartment;entire home/apt;4;1;1;2;63;441;1890;2;10;2;1125;81;95;10;10;10;10;10;10;moderate;6.21;40.42247796997057, -3.7101564044628295;0
9935947;487095;100;4;4;palacio;centro;28005;40.41322292205862;-3.711935339760139;apartment;entire home/apt;4;1;1;2;80;560;2400;2;20;2;1125;33;99;10;10;10;10;10;10;strict;2.17;40.41322292205862, -3.711935339760139;1
15701193;4231218;100;3;3;palacio;centro;28005;40.41578614611588;-3.7099269990498622;apartment;entire home/apt;4;1;1;2;72;504;2160;2;7;2;15;20;93;9;9;9;9;10;9;strict;3.92;40.41578614611588, -3.7099269990498622;0
13197405;26224188;100;1;1;palacio;centro;28005;40.41247706434667;-3.7089954086062713;apartment;entire home/apt;3;1;1;2;60;420;1800;2;10;1;1125;41;98;10;10;10;10;10;10;strict;4.13;40.41247706434667, -3.7089954086062713;1
12766878;69462535;100;1;1;palacio;centro;28005;40.41105503357977;-3.716839748486407;apartment;entire home/apt;3;1;1;1;40;280;1200;2;10;1;1125;11;89;9;9;10;10;9;9;moderate;1.59;40.41105503357977, -3.716839748486407;0
15094639;21244556;100;1;1;palacio;centro;28005;40.41166679202023;-3.710040500631537;apartment;private room;2;1;1;1;40;280;1200;1;0;2;1125;50;97;10;10;10;10;10;10;moderate;7.61;40.41166679202023, -3.7100405006315365;1
2965016;12028707;100;6;6;palacio;centro;28005;40.41242019704001;-3.707873449904831;apartment;entire home/apt;12;2;5;8;300;2100;9000;7;20;3;1125;24;93;9;9;9;9;10;9;strict;0.71;40.41242019704001, -3.707873449904831;0
15852288;34627221;100;2;2;palacio;centro;28005;40.40960750253689;-3.710648578507729;apartment;entire home/apt;2;1;1;1;65;455;1950;1;0;5;1125;2;100;10;9;10;10;10;10;flexible;0.58;40.40960750253689, -3.710648578507729;0
10900611;10780665;100;2;2;palacio;centro;28005;40.40940085610753;-3.711630313124473;apartment;entire home/apt;2;1;1;2;49;343;1470;1;0;2;1000;17;85;9;9;10;10;10;8;strict;1.21;40.40940085610753, -3.711630313124473;0
1105892;6072314;100;8;8;palacio;centro;28005;40.41106051873265;-3.709062553832325;apartment;private room;2;1;1;1;45;315;1350;2;20;2;1125;35;81;8;9;9;8;9;8;flexible;0.84;40.41106051873265, -3.709062553832325;0
10152233;50818652;100;4;4;embajadores;centro;28005;40.4097993460848;-3.7006812109375296;apartment;entire home/apt;4;1;1;2;35;245;1050;1;0;1;1125;55;80;8;9;9;9;9;8;strict;3.8;40.409799346084796, -3.7006812109375304;0
4745997;24377689;100;1;1;embajadores;centro;28005;40.41006299208211;-3.707478844553208;apartment;private room;2;1;1;1;35;245;1050;1;0;1;28;218;95;10;10;10;10;10;10;moderate;7.91;40.41006299208211, -3.7074788445532074;1
16763949;449990;89;8;8;embajadores;centro;28005;40.4118744602771;-3.701308631241128;apartment;entire home/apt;10;1;3;5;245;1715;7350;1;0;2;1125;0;94;10;10;10;10;10;9;strict;1.0;40.4118744602771, -3.7013086312411283;0
16248091;54310958;99;207;207;embajadores;centro;28005;40.40872321515416;-3.692362019148068;apartment;entire home/apt;8;2;4;6;120;840;3600;4;15;2;1125;7;93;10;10;10;9;10;9;strict;2.44;40.40872321515416, -3.692362019148068;0
1536252;8192639;100;1;1;embajadores;centro;28005;40.41177611206862;-3.704898614268647;apartment;entire home/apt;3;1;1;2;40;280;1200;1;12;1;1125;157;91;9;10;9;9;9;9;strict;3.6;40.41177611206862, -3.7048986142686466;0
16675905;69009447;100;4;4;embajadores;centro;28005;40.40635370973264;-3.703991429463036;apartment;entire home/apt;4;1;2;3;65;455;1950;1;0;1;1125;18;92;10;10;10;10;9;9;flexible;9.31;40.40635370973264, -3.703991429463036;0
7108452;27415854;100;1;1;embajadores;centro;28005;40.40770758436703;-3.7040950722900527;apartment;entire home/apt;2;1;1;1;59;413;1770;1;0;15;30;0;94;10;10;10;10;10;9;flexible;1.0;40.40770758436703, -3.7040950722900527;0
5832510;313365;100;4;4;embajadores;centro;28005;40.410195379504586;-3.701701454349703;apartment;entire home/apt;2;1;1;1;29;203;870;1;0;3;1125;70;75;8;8;9;9;8;8;strict;2.89;40.410195379504586, -3.701701454349703;0
12484031;28010998;90;1;1;embajadores;centro;28005;40.41010368433258;-3.7024079516336137;apartment;entire home/apt;2;1;0;1;49;343;1470;1;0;4;15;16;88;9;8;9;9;10;9;flexible;1.4;40.41010368433258, -3.7024079516336137;0
9300301;25129863;76;3;3;embajadores;centro;28005;40.410791190545375;-3.697963633236876;apartment;entire home/apt;4;1;2;3;90;630;2700;1;0;2;1125;14;94;10;10;10;9;10;10;strict;0.83;40.410791190545375, -3.697963633236876;0
8528189;15258781;100;114;114;embajadores;centro;28005;40.4108295056357;-3.707281662827528;apartment;private room;2;4;1;1;25;175;750;1;5;10;1125;0;94;10;10;10;10;10;9;strict;1.0;40.4108295056357, -3.7072816628275276;0
1532354;7218465;100;2;2;embajadores;centro;28005;40.40842611110629;-3.706267182628448;apartment;entire home/apt;3;1;1;1;48;336;1440;2;12;3;1125;40;87;9;9;10;10;10;9;strict;0.96;40.408426111106294, -3.706267182628448;0
581691;2864064;100;24;24;embajadores;centro;28005;40.407177992344046;-3.70326771718013;apartment;entire home/apt;3;1;1;1;48;336;1440;2;15;1;1125;198;92;9;10;10;10;9;9;strict;3.47;40.407177992344046, -3.7032677171801294;0
3922548;9285245;100;15;15;embajadores;centro;28005;40.41143048037392;-3.699736948686541;apartment;entire home/apt;6;1;3;4;180;1260;5400;4;0;2;1125;71;93;10;10;10;10;10;9;moderate;2.23;40.41143048037392, -3.699736948686541;0
9982157;38143510;100;1;1;embajadores;centro;28005;40.41244869783963;-3.7033574454587166;apartment;entire home/apt;4;1;2;2;50;350;1500;2;20;2;1125;38;71;8;7;8;9;9;7;moderate;2.69;40.41244869783963, -3.7033574454587166;0
4967324;3211214;100;1;1;embajadores;centro;28005;40.40814840119403;-3.7058782865702486;apartment;entire home/apt;6;1;2;3;180;1260;5400;4;15;2;1125;34;93;9;9;10;10;9;9;moderate;1.28;40.40814840119403, -3.7058782865702486;1
14280309;78325794;100;5;5;embajadores;centro;28005;40.41358226160519;-3.706742568186566;apartment;private room;1;1;1;1;18;126;540;1;13;1;15;75;92;9;10;10;10;10;9;moderate;9.83;40.413582261605185, -3.706742568186566;0
17745201;65068845;100;20;20;embajadores;centro;28005;40.40877744958359;-3.700857189814326;apartment;private room;1;2;1;1;43;301;1290;1;0;7;1125;0;94;10;10;10;10;10;9;strict;1.0;40.40877744958359, -3.700857189814326;0
3555938;15291781;100;3;3;embajadores;centro;28005;40.41174043624051;-3.703884779810484;apartment;entire home/apt;4;1;1;2;85;595;2550;1;0;4;10;1;80;6;8;4;8;10;8;strict;0.12;40.41174043624051, -3.703884779810484;0
12107436;11158986;100;8;8;embajadores;centro;28005;40.41252552007671;-3.702327526354485;apartment;entire home/apt;8;1;3;4;135;945;4050;6;6;3;1125;21;91;9;8;10;10;10;9;moderate;2.0;40.412525520076706, -3.7023275263544853;0
16223429;106007236;100;1;1;embajadores;centro;28005;40.410513825901845;-3.699055538099477;apartment;entire home/apt;3;1;1;2;40;280;1200;2;10;3;10;18;96;9;10;10;10;9;9;moderate;4.43;40.410513825901845, -3.699055538099477;0
3222779;4190343;100;23;23;universidad;centro;28004;40.42580307547746;-3.70326305948532;apartment;entire home/apt;6;1;2;3;85;595;2550;4;16;2;1125;125;86;9;9;9;9;10;9;strict;3.67;40.42580307547746, -3.7032630594853204;0
1333024;2436379;100;4;4;universidad;centro;28004;40.42606120005854;-3.7023314081688894;apartment;entire home/apt;4;1;1;3;75;525;2250;2;15;2;1125;165;97;10;10;10;10;10;10;strict;3.68;40.42606120005854, -3.7023314081688894;0
1234836;5542111;100;46;46;universidad;centro;28004;40.423965450543314;-3.709107727061833;apartment;entire home/apt;4;1;2;2;50;350;1500;3;0;1;1125;174;84;8;9;9;9;9;8;strict;3.76;40.423965450543314, -3.7091077270618333;0
4015119;20818139;100;3;3;universidad;centro;28004;40.424826225901214;-3.706906827412753;house;private room;2;2;1;1;50;350;1500;1;0;1;1125;0;94;10;10;10;10;10;9;strict;1.0;40.424826225901214, -3.7069068274127526;0
8172203;43124849;89;1;1;universidad;centro;28004;40.42882593747729;-3.7044845720164674;apartment;entire home/apt;3;1;1;1;55;385;1650;1;0;2;1125;49;87;9;9;10;10;10;9;flexible;2.56;40.42882593747729, -3.7044845720164674;0
5266480;5542111;100;46;46;universidad;centro;28004;40.42107124667451;-3.7058532514816345;apartment;entire home/apt;4;1;1;2;45;315;1350;1;0;1;1125;63;79;8;8;9;9;10;8;strict;2.44;40.42107124667451, -3.7058532514816345;0
2943509;3048290;100;10;10;universidad;centro;28004;40.42435981347324;-3.706730789231222;apartment;entire home/apt;8;1;2;5;99;693;2970;1;0;1;1125;2;90;10;9;9;9;10;7;moderate;0.08;40.42435981347324, -3.706730789231222;0
12709013;68825553;100;2;2;universidad;centro;28004;40.42237394593423;-3.704246910752112;apartment;entire home/apt;3;1;1;2;40;280;1200;2;10;1;14;86;82;9;9;9;10;9;8;strict;7.57;40.422373945934226, -3.7042469107521114;0
15558347;31134203;100;1;1;universidad;centro;28004;40.42813104712975;-3.706434963772617;apartment;entire home/apt;2;1;1;1;75;525;2250;1;0;1;5;0;94;10;10;10;10;10;9;strict;1.0;40.428131047129746, -3.706434963772617;0
16743974;62828068;100;1;1;universidad;centro;28004;40.42670924710707;-3.7018606883146856;apartment;entire home/apt;6;2;2;3;120;840;3600;4;10;2;1125;6;90;10;10;10;10;10;10;strict;3.21;40.42670924710707, -3.7018606883146856;0
6340181;27995933;100;1;1;universidad;centro;28004;40.42590166455756;-3.706649703265676;apartment;entire home/apt;4;1;1;2;76;532;2280;2;20;3;1125;81;99;10;10;10;10;10;10;strict;3.66;40.42590166455756, -3.7066497032656756;1
11933593;63701359;100;1;1;universidad;centro;28004;40.42371551994815;-3.704693479694531;apartment;private room;2;1;1;1;35;245;1050;1;10;2;10;34;98;10;10;10;10;10;9;flexible;2.86;40.42371551994815, -3.7046934796945314;1
1763683;4292037;100;5;5;universidad;centro;28004;40.42436936890456;-3.701134025477826;apartment;entire home/apt;2;1;0;1;50;350;1500;1;10;2;360;90;93;9;9;9;9;10;9;strict;4.34;40.424369368904564, -3.701134025477826;0
16213533;7944419;100;1;1;universidad;centro;28004;40.42806187749859;-3.7030077874918663;other;entire home/apt;2;1;0;1;43;301;1290;1;0;1;30;5;100;10;10;10;10;10;10;flexible;1.95;40.42806187749859, -3.7030077874918668;0
15427486;94953184;100;2;2;universidad;centro;28004;40.42326037117711;-3.7023264045223456;apartment;shared room;1;1;1;1;15;105;450;1;0;1;1125;7;77;8;7;8;8;8;7;strict;1.19;40.42326037117711, -3.7023264045223456;0
3727205;5883981;100;3;3;universidad;centro;28004;40.424948521296855;-3.7016837165680783;apartment;entire home/apt;4;1;1;2;65;455;1950;2;10;2;10;199;96;10;10;10;10;10;10;moderate;6.19;40.424948521296855, -3.7016837165680783;1
13231178;16768541;97;10;10;universidad;centro;28004;40.426132859092085;-3.702689222248527;apartment;entire home/apt;4;1;0;1;49;343;1470;2;12;2;1125;21;81;8;8;9;9;10;8;strict;2.88;40.426132859092085, -3.7026892222485266;0
15718951;59036146;96;6;6;universidad;centro;28004;40.421989649982486;-3.703425612310848;apartment;entire home/apt;3;1;0;2;50;350;1500;2;5;1;15;8;60;7;6;7;7;10;5;strict;1.48;40.421989649982486, -3.7034256123108475;0
17749414;27780904;100;11;11;universidad;centro;28004;40.42642318997756;-3.70522912071858;apartment;entire home/apt;6;1;2;3;99;693;2970;3;12;2;1125;1;100;10;10;10;10;10;8;strict;1.0;40.426423189977555, -3.7052291207185797;0
17651325;110305116;100;2;2;universidad;centro;28004;40.423367741481705;-3.7063640784088734;apartment;private room;1;1;1;1;18;126;540;1;10;2;1125;0;94;10;10;10;10;10;9;flexible;1.0;40.423367741481705, -3.7063640784088734;0
6409632;5561312;100;2;2;universidad;centro;28004;40.42694611298485;-3.7093682853051737;apartment;entire home/apt;4;1;2;3;75;525;2250;2;15;2;10;26;94;9;10;10;10;10;9;strict;1.14;40.426946112984844, -3.7093682853051737;0
17362722;23849920;100;5;5;universidad;centro;28004;40.42444702720922;-3.704428223082856;apartment;entire home/apt;10;2;4;4;300;2100;9000;6;20;1;1125;5;100;10;10;10;10;10;10;strict;3.85;40.42444702720922, -3.7044282230828562;0
6999084;36694694;94;1;1;universidad;centro;28004;40.42433184466714;-3.707629261924959;apartment;entire home/apt;2;1;1;1;70;490;2100;2;30;3;1125;19;98;10;9;10;10;10;9;strict;0.89;40.424331844667144, -3.707629261924959;0
737480;2960080;100;8;8;universidad;centro;28004;40.42405874456748;-3.7051719274144097;apartment;entire home/apt;5;1;2;3;55;385;1650;2;8;2;1125;69;87;8;9;9;10;9;9;strict;1.4;40.42405874456748, -3.7051719274144097;0
18071532;23137828;100;1;1;universidad;centro;28004;40.425779627390725;-3.7119994854603;apartment;private room;2;1;1;1;35;245;1050;1;0;1;1125;0;94;10;10;10;10;10;9;flexible;1.0;40.425779627390725, -3.7119994854603;0
8913498;37291567;100;24;24;sol;centro;28013;40.41703247215506;-3.70728218012518;apartment;entire home/apt;8;2;3;5;168;1176;5040;5;0;2;29;1;100;10;10;10;10;10;10;strict;0.08;40.41703247215506, -3.7072821801251803;0
760104;4016186;100;3;3;sol;centro;28013;40.41702436796732;-3.7065526932652295;apartment;entire home/apt;4;1;1;2;99;693;2970;2;0;5;330;62;94;10;10;9;10;10;9;strict;1.22;40.417024367967315, -3.7065526932652295;0
10555639;52766867;100;1;1;sol;centro;28013;40.4189394326398;-3.700673920380284;apartment;entire home/apt;4;1;1;2;65;455;1950;1;20;1;1125;39;92;9;9;10;10;10;9;flexible;2.75;40.4189394326398, -3.700673920380284;0
