ID;Host ID;Host Response Rate;Host Listings Count;Host Total Listings Count;Neighbourhood Cleansed;Neighbourhood Group Cleansed;Zipcode;Latitude;Longitude;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Price;Weekly Price;Monthly Price;Guests Included;Extra People;Minimum Nights;Maximum Nights;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Reviews per Month;Geolocation;Features
9770085;14259451;100;1;1;universidad;centro;28004;40.42179549836872;-3.704511716272352;apartment;entire home/apt;7;1;3;4;85;595;2550;3;20;3;15;49;93;9;10;10;10;10;9;moderate;3.18;40.421795498368716, -3.704511716272352;0
921007;2128546;100;6;6;universidad;centro;28004;40.42157025426685;-3.702710174077317;apartment;entire home/apt;5;1;3;3;120;840;3600;4;15;3;1125;22;96;10;9;10;10;10;9;strict;0.45;40.421570254266854, -3.702710174077317;1
311576;1322900;100;2;2;universidad;centro;28004;40.423933253091775;-3.7098399588286055;apartment;entire home/apt;6;1;2;3;59;413;1770;2;15;2;30;212;91;9;9;9;9;9;9;strict;3.68;40.423933253091775, -3.7098399588286055;0
76617;368907;100;11;11;universidad;centro;28004;40.42791316481744;-3.7099928761218366;apartment;entire home/apt;5;1;1;3;102;714;3060;1;11;3;365;16;91;9;9;10;9;9;8;strict;0.24;40.42791316481744, -3.7099928761218366;0
5047173;26053739;100;1;1;universidad;centro;28004;40.42800867923368;-3.7047908938416607;apartment;entire home/apt;2;1;1;1;49;343;1470;2;8;1;1125;114;82;8;9;9;9;10;8;flexible;4.21;40.42800867923368, -3.7047908938416607;0
15766992;57631899;99;7;7;universidad;centro;28004;40.42744144916367;-3.706386028001617;other;entire home/apt;6;1;2;4;62;434;1860;2;15;1;30;38;93;9;9;10;9;10;10;moderate;7.35;40.42744144916367, -3.706386028001617;0
17989656;21485458;98;46;46;universidad;centro;28004;40.42437189362561;-3.703621078110437;apartment;entire home/apt;3;1;1;1;53;371;1590;1;5;1;1125;0;94;10;10;10;10;10;9;moderate;1.0;40.42437189362561, -3.703621078110437;0
3988601;6816943;67;1;1;sol;centro;28013;40.41621706842805;-3.7045556448231856;apartment;private room;2;1;1;1;49;343;1470;1;15;1;10;35;87;9;9;9;9;9;9;flexible;1.14;40.41621706842805, -3.7045556448231856;0
16152721;9285245;100;15;15;sol;centro;28013;40.41572492318221;-3.7050703552798816;apartment;entire home/apt;6;2;2;4;220;1540;6600;1;0;2;1125;13;92;9;9;10;10;10;9;strict;3.28;40.41572492318221, -3.7050703552798816;0
5437348;28206011;50;3;3;sol;centro;28013;40.418763620025416;-3.704614126615307;apartment;private room;4;1;1;2;80;560;2400;1;10;2;1125;0;94;10;10;10;10;10;9;flexible;1.0;40.418763620025416, -3.704614126615307;0
17155197;14472608;100;12;12;sol;centro;28013;40.4172390076433;-3.708195720981502;apartment;entire home/apt;5;1;1;3;85;595;2550;2;15;1;1125;1;100;10;10;10;10;10;10;strict;0.71;40.4172390076433, -3.708195720981502;0
17294471;4468035;100;1;1;sol;centro;28013;40.41626748749916;-3.7023036913136056;house;private room;2;2;1;1;65;455;1950;1;0;1;1125;0;94;10;10;10;10;10;9;flexible;1.0;40.41626748749916, -3.7023036913136056;0
3818258;15258781;100;114;114;sol;centro;28013;40.41963481616543;-3.70099950231381;apartment;private room;2;2;1;1;15;105;450;1;0;10;1125;0;94;10;10;10;10;10;9;strict;1.0;40.41963481616543, -3.70099950231381;0
410699;2044655;100;5;5;sol;centro;28013;40.41736194782459;-3.700123617194468;apartment;entire home/apt;4;1;0;2;155;1085;4650;2;0;3;60;89;97;10;10;10;10;10;9;strict;1.47;40.41736194782459, -3.7001236171944676;1
11221806;24177974;98;6;6;sol;centro;28013;40.41583580113407;-3.706641802922824;apartment;entire home/apt;7;2;2;4;89;623;2670;5;5;2;1125;48;89;9;9;9;9;10;9;strict;3.52;40.415835801134065, -3.7066418029228236;0
14288612;54310958;99;207;207;sol;centro;28013;40.41745709097067;-3.703879256714192;apartment;entire home/apt;7;2;3;6;250;1750;7500;4;10;2;1125;21;91;10;9;10;9;10;9;strict;2.66;40.41745709097067, -3.703879256714192;0
5940882;9846097;100;18;18;sol;centro;28013;40.41782894811608;-3.6996613624426136;apartment;entire home/apt;4;1;1;1;80;560;2400;1;0;7;1125;1;80;10;10;8;10;10;8;flexible;0.05;40.41782894811608, -3.6996613624426136;0
16360014;70929474;100;2;2;sol;centro;28013;40.416494734621736;-3.70132977969776;apartment;private room;2;1;1;1;35;245;1050;1;13;1;7;1;60;6;8;10;10;10;8;strict;0.33;40.416494734621736, -3.7013297796977604;0
13633892;79047367;100;2;2;sol;centro;28013;40.41695632006056;-3.703397822885423;apartment;entire home/apt;4;1;1;1;100;700;3000;2;0;1;1125;47;94;10;10;10;10;10;10;strict;5.02;40.41695632006056, -3.703397822885423;0
5408767;28038703;100;40;40;sol;centro;28013;40.417707028593966;-3.7031007388691792;apartment;entire home/apt;4;2;2;3;160;1120;4800;1;0;3;1125;24;93;10;10;9;9;10;10;strict;1.0;40.417707028593966, -3.7031007388691792;0
11568010;27780904;100;11;11;sol;centro;28013;40.414755352124985;-3.707931545061381;apartment;entire home/apt;7;1;2;5;119;833;3570;4;15;2;1125;58;91;9;10;9;10;10;9;strict;4.44;40.414755352124985, -3.7079315450613812;0
17221671;30772680;100;6;6;imperial;arganzuela;28005;40.41147616901648;-3.718810344018137;apartment;private room;2;1;1;1;38;266;1140;1;5;2;1125;2;90;9;10;9;10;10;10;flexible;1.46;40.411476169016474, -3.718810344018137;0
11663087;59872792;100;1;1;imperial;arganzuela;28005;40.407028311279866;-3.715988132591214;condominium;private room;1;1;1;1;20;140;600;1;0;3;30;19;95;10;10;9;10;9;10;flexible;1.57;40.407028311279866, -3.715988132591214;0
7179473;37611348;100;4;4;imperial;arganzuela;28005;40.40895052820418;-3.717022338238423;apartment;entire home/apt;4;1;1;2;55;385;1650;2;10;3;1125;88;93;9;9;10;10;9;9;moderate;4.39;40.40895052820418, -3.717022338238423;0
6817970;7238782;100;1;1;imperial;arganzuela;28005;40.4122054677998;-3.719996676899428;apartment;private room;1;1;1;1;13;91;390;1;0;5;1125;7;97;10;10;10;10;10;10;moderate;0.34;40.4122054677998, -3.7199966768994277;0
7273497;4903694;100;3;3;acacias;arganzuela;28005;40.39720357355896;-3.7057337603767895;condominium;private room;2;1;1;1;30;210;900;2;0;1;30;0;94;10;10;10;10;10;9;flexible;1.0;40.397203573558954, -3.7057337603767895;0
6592328;34489775;100;1;1;acacias;arganzuela;28005;40.402281163140536;-3.7061167941843434;apartment;entire home/apt;2;1;1;1;50;350;1500;2;5;3;1125;3;87;10;9;10;9;9;9;flexible;0.14;40.402281163140536, -3.7061167941843425;0
17837649;63731340;90;3;3;acacias;arganzuela;28005;40.40139973011199;-3.7001576755554777;apartment;private room;2;1;1;1;18;126;540;1;9;1;1125;0;94;10;10;10;10;10;9;moderate;1.0;40.40139973011199, -3.7001576755554777;0
15971118;99994045;100;2;2;acacias;arganzuela;28005;40.40183715777627;-3.711888515435444;apartment;private room;1;1;1;1;32;224;960;1;0;2;7;0;94;10;10;10;10;10;9;flexible;1.0;40.40183715777627, -3.7118885154354437;0
16413001;107552554;80;1;1;acacias;arganzuela;28005;40.40281556102335;-3.702561131578201;house;private room;1;1;1;1;20;140;600;1;0;2;1125;4;95;10;10;10;10;9;10;moderate;1.32;40.402815561023345, -3.7025611315782005;0
16631116;38595605;100;1;1;acacias;arganzuela;28005;40.40092781729024;-3.703780898704873;apartment;entire home/apt;3;1;1;2;45;315;1350;1;0;1;1125;0;94;10;10;10;10;10;9;strict;1.0;40.40092781729024, -3.703780898704873;0
18087123;117752844;100;38;38;sol;centro;28013;40.4169293733291;-3.7051492406286552;apartment;private room;1;2;1;1;31;217;930;1;0;7;1125;0;94;10;10;10;10;10;9;strict;1.0;40.4169293733291, -3.7051492406286552;0
15098637;69619147;100;1;1;universidad;centro;28004;40.42211987987159;-3.7029807295056254;condominium;private room;1;1;1;1;29;203;870;1;0;2;30;4;100;10;10;10;10;10;10;flexible;0.74;40.42211987987159, -3.7029807295056254;0
4403346;4023064;100;5;5;universidad;centro;28004;40.42178691176833;-3.7023754022212136;loft;entire home/apt;2;1;0;1;68;476;2040;2;15;2;1125;126;95;10;10;10;10;10;10;strict;4.22;40.42178691176833, -3.7023754022212136;0
13264131;74686823;88;2;2;universidad;centro;28004;40.42217177659121;-3.7058396657122863;apartment;private room;2;2;1;1;18;126;540;1;5;1;90;38;91;10;9;10;10;10;9;strict;4.79;40.42217177659121, -3.7058396657122863;0
13755934;65036018;100;1;1;universidad;centro;28004;40.42177989537721;-3.701009616979749;apartment;entire home/apt;3;1;1;1;60;420;1800;1;20;1;1125;0;94;10;10;10;10;10;9;flexible;1.0;40.42177989537721, -3.701009616979749;0
15659354;3528174;100;8;8;universidad;centro;28004;40.4264690283755;-3.711779768003661;apartment;entire home/apt;4;1;1;1;50;350;1500;2;15;1;1125;21;97;10;10;10;10;10;10;strict;3.94;40.4264690283755, -3.711779768003661;0
13759249;11286710;100;1;1;universidad;centro;28004;40.42870406358655;-3.703831970026209;condominium;private room;2;1;1;1;30;210;900;1;0;4;10;0;94;10;10;10;10;10;9;flexible;1.0;40.42870406358655, -3.703831970026209;0
12811061;69847713;100;1;1;universidad;centro;28004;40.42489990141273;-3.704306981971144;apartment;entire home/apt;4;1;2;2;75;525;2250;3;10;4;1125;32;98;10;10;10;10;10;10;moderate;2.86;40.42489990141273, -3.704306981971144;1
14778185;92233341;100;1;1;universidad;centro;28004;40.42801149060759;-3.705594641527295;apartment;entire home/apt;3;1;1;1;65;455;1950;3;20;2;1125;9;100;10;10;10;10;10;10;moderate;1.29;40.42801149060759, -3.705594641527295;0
751527;3951702;100;1;1;universidad;centro;28004;40.42620389969456;-3.7122355124697832;apartment;entire home/apt;9;2;4;6;190;1330;5700;1;0;5;90;44;100;10;10;10;10;10;10;strict;0.91;40.426203899694556, -3.7122355124697832;1
5725371;9244612;100;2;2;universidad;centro;28004;40.42655138424115;-3.70627609440776;apartment;entire home/apt;2;1;1;1;71;497;2130;3;30;26;1125;11;93;9;9;10;10;10;9;strict;0.48;40.42655138424115, -3.70627609440776;0
1921468;4068912;100;5;5;universidad;centro;28004;40.42293627389891;-3.702943765207628;apartment;private room;4;1;1;2;45;315;1350;2;8;1;1125;141;91;10;9;10;10;10;9;strict;3.48;40.42293627389891, -3.7029437652076282;0
3985615;14324611;70;4;4;universidad;centro;28004;40.42053943420368;-3.704815571951368;apartment;entire home/apt;2;1;0;1;61;427;1830;1;0;2;60;168;92;9;10;10;10;9;9;strict;5.37;40.420539434203675, -3.7048155719513676;0
11490064;5542111;100;46;46;universidad;centro;28004;40.42129088704384;-3.7050330450810143;apartment;entire home/apt;4;1;1;2;50;350;1500;1;0;1;1125;43;86;9;9;9;9;10;9;strict;3.66;40.42129088704384, -3.7050330450810143;0
642863;3214130;100;1;1;universidad;centro;28004;40.42320227745157;-3.7044088810866;house;private room;2;1;1;1;45;315;1350;2;0;5;25;28;98;9;10;10;10;10;9;strict;0.53;40.42320227745157, -3.7044088810865996;0
1394721;2741468;100;1;1;universidad;centro;28004;40.427578226114406;-3.709300479145537;apartment;entire home/apt;3;1;1;1;110;770;3300;2;20;1;20;18;98;10;9;10;10;10;10;moderate;0.64;40.427578226114406, -3.7093004791455373;0
6571886;34372914;100;1;1;universidad;centro;28004;40.42905761872451;-3.710309343284644;apartment;private room;2;1;1;2;50;350;1500;1;0;1;1125;0;94;10;10;10;10;10;9;flexible;1.0;40.42905761872451, -3.7103093432846435;0
494434;2439571;0;1;1;universidad;centro;28004;40.42224883333392;-3.701926069601208;apartment;entire home/apt;5;2;3;3;120;840;3600;2;20;4;1125;3;100;10;10;10;10;10;9;moderate;0.06;40.42224883333392, -3.7019260696012077;0
14332712;25418485;100;1;1;universidad;centro;28004;40.422269597051375;-3.70452628931374;condominium;entire home/apt;4;1;1;2;70;490;2100;2;10;2;60;17;91;10;9;10;10;10;9;moderate;2.48;40.422269597051375, -3.7045262893137396;0
13756256;44844031;100;1;1;universidad;centro;28004;40.42632744824373;-3.706884190103878;apartment;private room;2;1;1;1;55;385;1650;1;0;1;1;0;94;10;10;10;10;10;9;flexible;1.0;40.42632744824373, -3.706884190103878;0
16052719;24847782;100;8;8;universidad;centro;28004;40.4258643126056;-3.707495924024825;hostel;private room;2;1;1;1;45;315;1350;1;0;1;1125;1;100;2;4;2;6;2;2;flexible;1.0;40.425864312605604, -3.7074959240248253;0
16389441;55650301;97;6;6;universidad;centro;28004;40.42347333812677;-3.70912440632739;loft;entire home/apt;4;1;0;2;55;385;1650;2;15;1;15;5;92;9;9;9;10;10;9;flexible;4.41;40.42347333812677, -3.70912440632739;0
578731;2847013;100;5;5;universidad;centro;28004;40.425346854049344;-3.707511134883076;apartment;entire home/apt;6;1;2;4;80;560;2400;1;10;2;1825;198;94;9;9;10;10;10;9;strict;3.47;40.425346854049344, -3.7075111348830756;0
5756228;29860982;100;1;1;universidad;centro;28004;40.42537297172091;-3.7037363504837857;apartment;entire home/apt;2;1;0;1;48;336;1440;1;0;2;1125;173;93;10;10;10;10;10;9;moderate;7.05;40.42537297172091, -3.7037363504837857;0
15494848;4639234;100;1;1;universidad;centro;28004;40.427405838825074;-3.705755299665847;apartment;entire home/apt;4;1;1;2;80;560;2400;2;20;2;1125;0;94;10;10;10;10;10;9;flexible;1.0;40.427405838825074, -3.7057552996658467;0
13657381;75125093;100;1;1;universidad;centro;28004;40.42128179303271;-3.706429640298461;house;entire home/apt;2;1;1;1;40;280;1200;1;0;2;8;2;90;9;7;10;10;10;9;moderate;0.27;40.421281793032705, -3.7064296402984613;0
5784304;30008656;100;1;1;universidad;centro;28004;40.428258164672975;-3.7025202723808;apartment;private room;1;1;1;1;30;210;900;1;0;2;1125;0;94;10;10;10;10;10;9;flexible;1.0;40.428258164672975, -3.7025202723807995;0
1758536;534128;33;14;14;universidad;centro;28004;40.42706999233653;-3.701606623889988;apartment;entire home/apt;6;1;2;3;195;1365;5850;6;0;1;50;3;87;9;10;9;9;9;9;moderate;0.1;40.42706999233653, -3.701606623889988;0
17062319;113668394;100;5;5;universidad;centro;28004;40.42427391328701;-3.706124579663903;apartment;private room;2;2;1;1;25;175;750;3;10;4;1125;2;100;10;10;10;9;10;10;flexible;1.43;40.42427391328701, -3.706124579663903;0
4825647;24847782;100;8;8;universidad;centro;28004;40.42203121919738;-3.707261930421265;apartment;entire home/apt;6;1;2;2;95;665;2850;1;0;2;1125;7;73;7;7;9;8;9;8;strict;0.25;40.42203121919738, -3.707261930421265;0
16356619;5542111;100;46;46;universidad;centro;28004;40.42523403677014;-3.710495784094253;apartment;entire home/apt;2;1;1;1;45;315;1350;1;0;2;1125;14;86;9;9;9;9;10;9;strict;5.19;40.42523403677014, -3.7104957840942525;0
8197447;10026212;100;17;17;universidad;centro;28004;40.42526629995365;-3.7017179400268008;apartment;entire home/apt;2;1;1;1;50;350;1500;1;0;1;30;118;98;10;10;10;10;10;10;moderate;6.22;40.42526629995365, -3.7017179400268008;1
13632193;3025605;100;1;1;universidad;centro;28004;40.42706721322132;-3.701600877979502;apartment;entire home/apt;4;1;2;4;105;735;3150;4;35;2;120;14;97;10;10;10;10;10;9;strict;1.9;40.42706721322132, -3.701600877979502;1
16040733;24847782;100;8;8;universidad;centro;28004;40.427714555143794;-3.7086656649003;hostel;private room;2;8;1;16;45;315;1350;1;0;1;1125;0;94;10;10;10;10;10;9;flexible;1.0;40.427714555143794, -3.7086656649002996;0
13352335;6132978;100;1;1;universidad;centro;28004;40.42607732875885;-3.7091616514977903;loft;private room;1;2;1;1;40;280;1200;1;0;15;1125;0;94;10;10;10;10;10;9;flexible;1.0;40.42607732875885, -3.7091616514977903;0
704122;1803498;100;17;17;universidad;centro;28004;40.42126423061908;-3.702946866092293;apartment;entire home/apt;5;2;2;4;135;945;4050;2;10;4;1125;0;94;10;10;10;10;10;9;strict;1.0;40.42126423061908, -3.702946866092293;0
4267865;22036073;100;6;6;embajadores;centro;28005;40.40856749815111;-3.700342864313877;house;private room;2;1;1;1;20;140;600;1;20;2;31;13;72;9;8;9;9;10;7;strict;0.46;40.40856749815111, -3.700342864313877;0
13088460;72643504;100;4;4;embajadores;centro;28005;40.41149443703274;-3.7039401812658688;apartment;entire home/apt;4;1;2;3;100;700;3000;4;15;2;1125;35;98;10;10;10;10;9;10;moderate;3.34;40.41149443703274, -3.7039401812658688;1
5028421;25796449;100;1;1;embajadores;centro;28005;40.41099225807371;-3.698962873085052;apartment;private room;2;1;1;1;28;196;840;1;10;1;1125;9;98;10;9;10;10;10;9;flexible;0.34;40.41099225807371, -3.6989628730850517;0
6829492;20029559;100;2;2;embajadores;centro;28005;40.4104352054777;-3.7085191321655393;apartment;entire home/apt;12;2;4;11;200;1400;6000;6;30;1;1125;7;94;9;9;10;10;10;9;strict;0.41;40.4104352054777, -3.7085191321655393;0
4339677;22529224;11;1;1;embajadores;centro;28005;40.41169645174333;-3.69938852715404;apartment;private room;2;1;1;1;25;175;750;1;10;1;7;24;92;9;9;9;10;10;9;flexible;0.83;40.41169645174333, -3.6993885271540394;0
13316944;73938223;100;1;1;embajadores;centro;28005;40.40922441992643;-3.704158138738516;apartment;entire home/apt;2;1;1;1;40;280;1200;1;0;1;21;101;85;9;9;9;9;9;9;strict;9.93;40.40922441992643, -3.7041581387385163;0
6271965;27102818;90;1;1;embajadores;centro;28005;40.40609308349267;-3.6995510738454738;other;private room;2;1;1;2;45;315;1350;2;0;3;1125;38;95;10;10;10;10;10;10;strict;1.63;40.40609308349267, -3.6995510738454738;1
13185158;11872121;100;1;1;embajadores;centro;28005;40.40906915362716;-3.699212627274318;apartment;entire home/apt;6;1;2;3;95;665;2850;4;10;2;1125;78;99;10;10;10;10;10;10;strict;7.6;40.40906915362716, -3.699212627274318;1
17247240;116126392;100;1;1;embajadores;centro;28005;40.413231746713336;-3.705050729576693;apartment;entire home/apt;6;2;2;3;115;805;3450;4;0;2;1125;5;100;10;10;10;10;10;10;moderate;3.06;40.413231746713336, -3.705050729576693;0
12398552;67040090;100;1;1;embajadores;centro;28005;40.41082243422938;-3.700952853859517;apartment;entire home/apt;5;1;2;3;90;630;2700;4;15;2;1125;36;93;10;10;10;10;10;10;moderate;3.09;40.41082243422938, -3.700952853859517;0
9055635;22640505;100;7;7;embajadores;centro;28005;40.40827651829329;-3.703251389818409;apartment;entire home/apt;2;1;1;1;40;280;1200;1;0;2;1125;47;83;9;8;9;9;9;9;strict;2.68;40.40827651829329, -3.703251389818409;0
11808605;29642251;100;1;1;embajadores;centro;28005;40.40620200683011;-3.701717471197543;apartment;private room;1;0;1;1;20;140;600;1;0;1;1125;2;50;5;5;7;6;10;6;moderate;0.16;40.40620200683011, -3.7017174711975427;0
11314792;59170299;100;2;2;embajadores;centro;28005;40.41015392776459;-3.7016145281586352;apartment;entire home/apt;2;1;1;1;45;315;1350;1;0;2;1125;71;92;9;10;10;10;9;9;strict;5.2;40.41015392776459, -3.7016145281586352;0
8641179;45429181;100;1;1;embajadores;centro;28005;40.40996434986016;-3.7079485781608734;apartment;private room;1;1;1;1;34;238;1020;1;0;2;20;9;98;10;10;10;10;10;10;strict;0.53;40.40996434986016, -3.7079485781608743;0
13342986;1740337;100;2;2;embajadores;centro;28005;40.40604244091326;-3.703777952364492;house;private room;2;1;1;1;30;210;900;1;10;2;1125;2;90;10;8;9;9;9;9;flexible;0.25;40.40604244091326, -3.703777952364492;0
7641247;5239042;100;20;20;embajadores;centro;28005;40.41099291701971;-3.7018199758660586;apartment;entire home/apt;4;1;0;2;50;350;1500;2;8;3;1125;35;94;9;10;10;10;9;9;moderate;1.82;40.41099291701971, -3.7018199758660586;0
5707590;12344920;100;1;1;embajadores;centro;28005;40.410993985783385;-3.7006605808216992;apartment;private room;2;1;1;1;28;196;840;1;10;3;1125;24;88;9;8;9;10;10;9;moderate;0.96;40.410993985783385, -3.7006605808216992;0
15429065;61295887;100;1;1;embajadores;centro;28005;40.41076875595871;-3.706202071506836;condominium;private room;1;1;1;1;24;168;720;1;0;4;30;11;98;10;10;10;10;10;10;flexible;1.95;40.41076875595871, -3.7062020715068362;0
8916030;21514948;75;164;164;embajadores;centro;28005;40.41108363992534;-3.704063668615705;apartment;entire home/apt;10;2;4;7;200;1400;6000;4;20;2;1125;2;100;10;10;10;10;10;9;strict;0.22;40.41108363992534, -3.704063668615705;0
12978326;71435660;96;5;5;embajadores;centro;28005;40.413329896898816;-3.704304540352708;apartment;private room;8;2;3;6;150;1050;4500;4;5;1;90;20;92;9;10;10;10;10;9;strict;2.93;40.413329896898816, -3.704304540352708;0
952352;5162711;100;4;4;embajadores;centro;28005;40.40764751526404;-3.699668740829314;apartment;entire home/apt;3;1;1;1;45;315;1350;2;25;2;1125;124;89;9;9;10;10;9;9;moderate;2.49;40.40764751526404, -3.699668740829314;0
1835915;9597850;100;1;1;embajadores;centro;28005;40.40768127577107;-3.709954722873747;apartment;entire home/apt;2;1;1;1;45;315;1350;1;0;1;1125;5;92;9;9;9;9;10;9;moderate;0.79;40.40768127577107, -3.709954722873747;0
13925623;28968176;100;2;2;cortes;centro;28014;40.4138977283036;-3.7013257086763054;bed & breakfast;private room;2;1;1;1;45;315;1350;1;10;2;1125;40;94;9;10;10;10;10;9;strict;4.98;40.4138977283036, -3.7013257086763063;0
1069174;5896428;100;1;1;cortes;centro;28014;40.41483004805198;-3.6951137383913983;apartment;entire home/apt;2;1;1;1;80;560;2400;2;15;1;1200;96;87;8;9;9;9;10;9;moderate;2.03;40.41483004805198, -3.6951137383913983;0
15842886;99372960;94;10;10;cortes;centro;28014;40.41318571047918;-3.6952512600596905;apartment;entire home/apt;4;1;1;2;85;595;2550;2;10;2;1125;0;94;10;10;10;10;10;9;strict;1.0;40.41318571047918, -3.6952512600596905;0
1846662;8827251;100;2;2;cortes;centro;28014;40.41297432691964;-3.697847379866385;apartment;entire home/apt;3;1;2;2;63;441;1890;2;40;3;100;59;94;10;10;10;10;10;9;strict;1.48;40.41297432691964, -3.697847379866385;0
14072755;63324370;79;1;1;cortes;centro;28014;40.417669504422186;-3.6970022857004254;apartment;private room;2;1;1;1;33;231;990;1;0;1;14;12;100;10;10;10;10;10;10;moderate;1.83;40.417669504422186, -3.6970022857004263;0
11945929;23222398;57;3;3;arapiles;chamberí;28015;40.43459283973701;-3.7072915135387694;apartment;entire home/apt;1;1;1;1;60;420;1800;1;0;1;90;1;94;10;10;10;10;10;9;flexible;0.09;40.434592839737014, -3.7072915135387703;0
15643304;100917869;100;2;2;arapiles;chamberí;28015;40.43825109694044;-3.7102564172336137;apartment;entire home/apt;3;1;1;2;50;350;1500;1;0;30;300;1;100;10;10;10;10;10;10;flexible;0.39;40.43825109694044, -3.7102564172336137;0
1334684;5919800;100;0;0;arapiles;chamberí;28015;40.430738460676125;-3.711630672867994;apartment;entire home/apt;2;1;1;1;75;525;2250;1;0;30;90;19;91;9;9;9;10;10;9;strict;0.43;40.430738460676125, -3.7116306728679946;0
1358968;7108328;96;26;26;arapiles;chamberí;28015;40.43154882921417;-3.709606940875296;apartment;private room;3;1;1;2;60;420;1800;1;0;2;30;0;94;10;10;10;10;10;9;flexible;1.0;40.43154882921417, -3.7096069408752963;0
9382851;7108328;96;26;26;arapiles;chamberí;28015;40.43003048735833;-3.708693248654387;apartment;entire home/apt;2;1;0;1;50;350;1500;1;0;2;1125;1;80;8;10;10;10;8;6;moderate;0.14;40.43003048735833, -3.708693248654387;0
71791;368907;100;11;11;arapiles;chamberí;28015;40.43359206847488;-3.70687262726408;apartment;entire home/apt;6;2;3;5;145;1015;4350;2;13;3;365;10;100;10;10;10;10;10;10;strict;0.43;40.43359206847488, -3.7068726272640804;0
4232561;21514948;75;164;164;arapiles;chamberí;28015;40.4323256466746;-3.7098566138056888;apartment;entire home/apt;5;1;2;4;100;700;3000;2;10;2;1125;0;94;10;10;10;10;10;9;strict;1.0;40.4323256466746, -3.7098566138056888;0
17853779;53928475;100;1;1;arapiles;chamberí;28015;40.4365511429988;-3.709253305311502;house;private room;1;1;1;1;20;140;600;1;0;2;4;0;94;10;10;10;10;10;9;flexible;1.0;40.436551142998795, -3.709253305311502;0
11790812;62551961;90;1;1;trafalgar;chamberí;28010;40.43710017116795;-3.703483976160165;apartment;entire home/apt;4;1;1;2;60;420;1800;2;10;2;1125;22;98;10;10;10;10;10;10;moderate;1.9;40.43710017116795, -3.7034839761601654;1
17728686;54310958;99;207;207;trafalgar;chamberí;28010;40.43069426395721;-3.704446410597824;apartment;entire home/apt;6;2;2;2;120;840;3600;4;10;2;1125;0;94;10;10;10;10;10;9;strict;1.0;40.43069426395721, -3.704446410597824;0
17875168;21514948;75;164;164;trafalgar;chamberí;28010;40.43029839590088;-3.703764663004918;apartment;entire home/apt;6;1;2;3;120;840;3600;2;10;2;1125;0;94;10;10;10;10;10;9;strict;1.0;40.430298395900884, -3.703764663004918;0
17316558;106149612;100;2;2;trafalgar;chamberí;28010;40.42970129539188;-3.702139136191801;apartment;private room;2;1;1;1;35;245;1050;1;11;3;6;4;95;10;10;10;10;10;10;flexible;2.86;40.42970129539188, -3.7021391361918012;0
4741214;21514948;75;164;164;trafalgar;chamberí;28010;40.43449009145069;-3.70133733754942;apartment;entire home/apt;2;1;1;1;95;665;2850;1;0;2;1125;1;100;10;10;10;10;10;8;strict;0.17;40.434490091450684, -3.70133733754942;0
733365;3821608;100;1;1;trafalgar;chamberí;28010;40.43658381904332;-3.703548832707981;bed & breakfast;private room;1;1;1;1;36;252;1080;1;15;4;30;21;95;10;10;10;10;10;10;moderate;0.6;40.43658381904332, -3.7035488327079813;0
191375;859310;100;2;2;trafalgar;chamberí;28010;40.43175273613181;-3.7006611924031474;apartment;private room;2;1;1;1;35;245;1050;1;10;2;1125;32;91;9;9;10;10;10;9;strict;0.47;40.43175273613181, -3.7006611924031474;0
5044124;8948736;75;1;1;trafalgar;chamberí;28010;40.4343533240189;-3.701622416065992;loft;entire home/apt;2;1;0;2;76;532;2280;2;10;2;1125;15;91;10;9;9;9;10;9;moderate;0.6;40.4343533240189, -3.7016224160659923;1
7162566;18952826;100;1;1;trafalgar;chamberí;28010;40.43636046701979;-3.7004105615213416;apartment;entire home/apt;3;1;0;2;34;238;1020;1;0;6;30;2;90;9;8;10;9;10;10;strict;0.1;40.43636046701979, -3.7004105615213416;0
15452140;791447;100;3;3;trafalgar;chamberí;28010;40.42972586256437;-3.704302810545792;apartment;entire home/apt;5;1;2;3;78;546;2340;3;20;2;1125;8;98;10;10;10;10;10;10;strict;1.45;40.42972586256437, -3.7043028105457916;0
17073563;114529065;100;3;3;almagro;chamberí;28010;40.43591081196932;-3.6981109547626665;apartment;private room;1;1;0;1;25;175;750;1;0;1;1125;3;93;9;9;10;10;9;9;flexible;1.61;40.43591081196932, -3.6981109547626665;0
996497;1718458;100;32;32;almagro;chamberí;28010;40.43329048028244;-3.69724463095756;house;private room;11;3;4;9;23;161;690;1;22;4;100;9;89;9;8;10;10;10;9;strict;0.23;40.43329048028244, -3.6972446309575604;0
15261457;6630531;100;4;4;almagro;chamberí;28010;40.42618050774619;-3.691686093069735;apartment;entire home/apt;2;1;1;1;39;273;1170;1;0;3;1125;13;91;9;8;10;10;10;9;moderate;2.22;40.42618050774619, -3.691686093069735;0
1816678;1650712;100;40;40;almagro;chamberí;28010;40.43730603727622;-3.692725072064889;apartment;entire home/apt;6;2;4;4;185;1295;5550;2;20;2;1125;8;91;9;9;8;9;10;8;strict;0.21;40.43730603727622, -3.692725072064889;0
